year,state,all_firearms_recovered,city,firearm_by_city,population,top_categ_reported,top15_sourcer_states,time_to_crime,age_of_possessors
2018,Mississippi,,Greenwood,85,,,,,
2018,Mississippi,,Starkville,85,,,,,
2018,Mississippi,,Clinton,82,,,,,
2018,Mississippi,,Clarksdale,77,,,,,
,,,,,,,,,
2018,Missouri,8690,Saint Louis,2972,,,,,
2018,Missouri,,Kansas City,2179,,,,,
2018,Missouri,,Springfield,469,,,,,
2018,Missouri,,Florissant,263,,,,,
2018,Missouri,,Saint Joseph,161,,,,,
2018,Missouri,,Columbia,129,,,,,
2018,Missouri,,Bridgeton,111,,,,,
2018,Missouri,,Hazelwood,109,,,,,
2018,Missouri,,Cape Girardeau,102,,,,,
2018,Missouri,,Grandview,101,,,,,
,,,,,,,,,
2018,Montana,817,Billings,181,,,,,
2018,Montana,,Great Falls,110,,,,,
2018,Montana,,Belgrade,88,,,,,
2018,Montana,,Missoula,66,,,,,
2018,Montana,,Kalispell,36,,,,,
2018,Montana,,Bozeman,30,,,,,
2018,Montana,,Thompson Falls,24,,,,,
2018,Montana,,Crow Agency,21,,,,,
2018,Montana,,Lame Deer,19,,,,,
2018,Montana,,Clancy,18,,,,,
2018,Montana,,Glendive,17,,,,,
,,,,,,,,,
2018,Nebraska,1990,Omaha,1240,,,,,
2018,Nebraska,,Lincoln,190,,,,,
2018,Nebraska,,Bellevue,59,,,,,
2018,Nebraska,,Mitchell,50,,,,,
2018,Nebraska,,Chadron,46,,,,,
2018,Nebraska,,Gering,43,,,,,
2018,Nebraska,,Grand Island,41,,,,,
2018,Nebraska,,North Platte,39,,,,,
2018,Nebraska,,Kearney,24,,,,,
2018,Nebraska,,South Sioux City,24,,,,,
,,,,,,,,,
2018,Nevada,3517,Las Vegas,2546,,,,,
2018,Nevada,,Henderson,419,,,,,
2018,Nevada,,Reno,132,,,,,
2018,Nevada,,Sparks,116,,,,,
2018,Nevada,,North Las Vegas,106,,,,,
2018,Nevada,,Carson City,44,,,,,
2018,Nevada,,Elko,34,,,,,
2018,Nevada,,Laughlin,32,,,,,
2018,Nevada,,Fallon,14,,,,,
2018,Nevada,,Winnemucca,8,,,,,
,,,,,,,,,
2018,New Hampshire,478,Manchester,126,,,,,
2018,New Hampshire,,Concord,39,,,,,
2018,New Hampshire,,Nashua,38,,,,,
2018,New Hampshire,,Hudson,30,,,,,
2018,New Hampshire,,Rochester,17,,,,,
2018,New Hampshire,,Seabrook,16,,,,,
2018,New Hampshire,,Somersworth,14,,,,,
2018,New Hampshire,,Dover,12,,,,,
,,,,,,,,,
2018,New Jersey,4034,Newark,599,,,,,
2018,New Jersey,,Trenton,275,,,,,
2018,New Jersey,,Jersey City,227,,,,,
2018,New Jersey,,Paterson,184,,,,,
2018,New Jersey,,Camden,161,,,,,
2018,New Jersey,,Elizabeth,121,,,,,
2018,New Jersey,,Atlantic City,84,,,,,
2018,New Jersey,,Vineland,63,,,,,
2018,New Jersey,,East Orange,53,,,,,
2018,New Jersey,,Irvington,53,,,,,
2018,New Jersey,,Pennsauken,41,,,,,
,,,,,,,,,
2018,New Mexico,2551,Albuquerque,1516,,,,,
2018,New Mexico,,Hobbs,204,,,,,
2018,New Mexico,,Las Cruces,128,,,,,
2018,New Mexico,,Clovis,76,,,,,
2018,New Mexico,,Roswell,48,,,,,
2018,New Mexico,,Hagerman,47,,,,,
2018,New Mexico,,Alamogordo,44,,,,,
2018,New Mexico,,Artesia,44,,,,,
2018,New Mexico,,Deming,35,,,,,
2018,New Mexico,,Farmington,28,,,,,
2018,New Mexico,,Gallup,24,,,,,
,,,,,,,,,
2018,New York,7689,New York City,3710,,,,,
2018,New York,,Buffalo,571,,,,,
2018,New York,,Rochester,530,,,,,
2018,New York,,Syracuse,269,,,,,
2018,New York,,Albany,92,,,,,
2018,New York,,Jamestown,69,,,,,
2018,New York,,Niagara Falls,64,,,,,
2018,New York,,Elmira,54,,,,,
2018,New York,,Newburgh,49,,,,,
2018,New York,,Brentwood,48,,,,,
2018,New York,,Poughkeepsie,48,,,,,
,,,,,,,,,
2018,North Carolina,14913,Charlotte,2510,,,,,
2018,North Carolina,,Greensboro,1040,,,,,
2018,North Carolina,,Raleigh,927,,,,,
2018,North Carolina,,Winston-Salem,742,,,,,
2018,North Carolina,,Durham,670,,,,,
2018,North Carolina,,High Point,390,,,,,
2018,North Carolina,,Fayetteville,359,,,,,
2018,North Carolina,,Jacksonville,343,,,,,
2018,North Carolina,,Wilmington,333,,,,,
2018,North Carolina,,Rocky Mount,285,,,,,
,,,,,,,,,
2018,North Dakota,665,Minot,144,,,,,
2018,North Dakota,,Fargo,92,,,,,
2018,North Dakota,,Williston,78,,,,,
2018,North Dakota,,Bismarck,59,,,,,
2018,North Dakota,,Grand Forks,55,,,,,
2018,North Dakota,,Watford City,37,,,,,
2018,North Dakota,,Lidgerwood,29,,,,,
2018,North Dakota,,Mandan,25,,,,,
2018,North Dakota,,Dickinson,23,,,,,
2018,North Dakota,,Drayton,16,,,,,
2018,North Dakota,,Jamestown,14,,,,,
,,,,,,,,,
2018,Ohio,12928,Columbus,2486,,,,,
2018,Ohio,,Cincinnati,1738,,,,,
2018,Ohio,,Cleveland,1625,,,,,
2018,Ohio,,Toledo,958,,,,,
2018,Ohio,,Dayton,893,,,,,
2018,Ohio,,Akron,800,,,,,
2018,Ohio,,Youngstown,269,,,,,
2018,Ohio,,Warren,190,,,,,
2018,Ohio,,Mansfield,186,,,,,
2018,Ohio,,Miamisburg,157,,,,,
,,,,,,,,,
2018,Oklahoma,2915,Tulsa,1468,,,,,
2018,Oklahoma,,Oklahoma City,252,,,,,
2018,Oklahoma,,Edmond,209,,,,,
2018,Oklahoma,,Moore,116,,,,,
2018,Oklahoma,,Broken Arrow,115,,,,,
2018,Oklahoma,,Okmulgee,50,,,,,
2018,Oklahoma,,Guthrie,36,,,,,
2018,Oklahoma,,Bartlesville,33,,,,,
2018,Oklahoma,,Woodward,25,,,,,
2018,Oklahoma,,McAlester,24,,,,,
2018,Oklahoma,,Miami,24,,,,,
,,,,,,,,,
2018,Oregon,4859,Portland,1189,,,,,
2018,Oregon,,Eugene,295,,,,,
2018,Oregon,,Medford,288,,,,,
2018,Oregon,,Beaverton,180,,,,,
2018,Oregon,,Springfield,172,,,,,
2018,Oregon,,Salem,156,,,,,
2018,Oregon,,Gresham,155,,,,,
2018,Oregon,,Grants Pass,131,,,,,
2018,Oregon,,Hillsboro,129,,,,,
2018,Oregon,,Albany,99,,,,,
2018,Oregon,,Bend,73,,,,,
,,,,,,,,,
2018,Pennsylvania,11066,Philadelphia,3855,,,,,
2018,Pennsylvania,,Pittsburgh,919,,,,,
2018,Pennsylvania,,Harrisburg,332,,,,,
2018,Pennsylvania,,Reading,228,,,,,
2018,Pennsylvania,,York,173,,,,,
2018,Pennsylvania,,Erie,160,,,,,
2018,Pennsylvania,,Allentown,151,,,,,
2018,Pennsylvania,,Chester,119,,,,,
2018,Pennsylvania,,Lancaster,117,,,,,
2018,Pennsylvania,,Wilkinsburg,93,,,,,
2018,Pennsylvania,,Uniontown,59,,,,,
,,,,,,,,,
2018,Puerto Rico,906,San Juan,267,,,,,
2018,Puerto Rico,,Carolina,68,,,,,
2018,Puerto Rico,,Ponce,53,,,,,
2018,Puerto Rico,,Bayamon,52,,,,,
2018,Puerto Rico,,Caguas,42,,,,,
2018,Puerto Rico,,Humacao,22,,,,,
2018,Puerto Rico,,Guaynabo,21,,,,,
2018,Puerto Rico,,Mayaguez,21,,,,,
2018,Puerto Rico,,Arecibo,19,,,,,
2018,Puerto Rico,,Toa Baja,17,,,,,
,,,,,,,,,
2018,Rhode Island,510,Providence,209,,,,,
2018,Rhode Island,,Woonsocket,56,,,,,
2018,Rhode Island,,Smithfield,49,,,,,
2018,Rhode Island,,Pawtucket,37,,,,,
2018,Rhode Island,,Cranston,26,,,,,
2018,Rhode Island,,Narragansett,22,,,,,
2018,Rhode Island,,West Warwick,15,,,,,
2018,Rhode Island,,Coventry,14,,,,,
2018,Rhode Island,,Warwick,13,,,,,
,,,,,,,,,
2018,South Carolina,7017,Columbia,858,,,,,
2018,South Carolina,,North Charleston,532,,,,,
2018,South Carolina,,Spartanburg,298,,,,,
2018,South Carolina,,Summerville,255,,,,,
2018,South Carolina,,Charleston,202,,,,,
2018,South Carolina,,Rock Hill,186,,,,,
2018,South Carolina,,Lancaster,178,,,,,
2018,South Carolina,,Aiken,177,,,,,
2018,South Carolina,,Woodruff,161,,,,,
2018,South Carolina,,Ridgeland,159,,,,,
,,,,,,,,,
2018,South Dakota,739,Rapid City,323,,,,,
2018,South Dakota,,Sioux Falls,83,,,,,
2018,South Dakota,,Hartford,46,,,,,
2018,South Dakota,,Box Elder,25,,,,,
2018,South Dakota,,Brandon,19,,,,,
2018,South Dakota,,Brookings,19,,,,,
2018,South Dakota,,Pine Ridge,16,,,,,
2018,South Dakota,,Keystone,14,,,,,
2018,South Dakota,,Gettysburg,12,,,,,
2018,South Dakota,,Lower Brule,12,,,,,
2018,South Dakota,,Yankton,10,,,,,
,,,,,,,,,
2018,Tennessee,11982,Memphis,4427,,,,,
2018,Tennessee,,Nashville,2130,,,,,
2018,Tennessee,,Chattanooga,1071,,,,,
2018,Tennessee,,Knoxville,478,,,,,
2018,Tennessee,,Jackson,258,,,,,
2018,Tennessee,,Antioch,209,,,,,
2018,Tennessee,,Johnson City,165,,,,,
2018,Tennessee,,Gallatin,145,,,,,
2018,Tennessee,,Cleveland,132,,,,,
2018,Tennessee,,Madison,131,,,,,
2018,Tennessee,,Clarksville,128,,,,,
,,,,,,,,,
2018,Texas,29834,Houston,7905,,,,,
2018,Texas,,San Antonio,3021,,,,,
2018,Texas,,Dallas,3002,,,,,
2018,Texas,,Corpus Christi,805,,,,,
2018,Texas,,Arlington,791,,,,,
2018,Texas,,Lubbock,607,,,,,
2018,Texas,,Austin,547,,,,,
2018,Texas,,Beaumont,477,,,,,
2018,Texas,,Mesquite,448,,,,,
2018,Texas,,Midland,443,,,,,
,,,,,,,,,
2018,US Virgin Islands,98,St. Thomas,30,,,,,
2018,US Virgin Islands,,Christiansted,26,,,,,
2018,US Virgin Islands,,Frederiksted,24,,,,,
2018,US Virgin Islands,,Charlotte Amalie,9,,,,,
2018,US Virgin Islands,,Kingshill,7,,,,,
2018,US Virgin Islands,,St. Croix,2,,,,,
,,,,,,,,,
2018,Utah,2106,West Valley City,198,,,,,
2018,Utah,,Salt Lake City,188,,,,,
2018,Utah,,Odgen,148,,,,,
2018,Utah,,West Jordan,135,,,,,
2018,Utah,,Midvale,128,,,,,
2018,Utah,,Spanish Fork,97,,,,,
2018,Utah,,Orem,83,,,,,
2018,Utah,,South Salt Lake,82,,,,,
2018,Utah,,Saint George,80,,,,,
2018,Utah,,Layton,78,,,,,
,,,,,,,,,
2018,Vermont,252,Williston,57,,,,,
2018,Vermont,,Burlington,22,,,,,
2018,Vermont,,Lyndonville,18,,,,,
2018,Vermont,,Barre,17,,,,,
2018,Vermont,,Colchester,13,,,,,
2018,Vermont,,Hubbardton,10,,,,,
2018,Vermont,,South Burlington,10,,,,,
2018,Vermont,,Williamstown,8,,,,,
2018,Vermont,,Swanton,7,,,,,
,,,,,,,,,
2018,Virginia,10156,Richmond,1450,,,,,
2018,Virginia,,Virginia Beach,755,,,,,
2018,Virginia,,Norfolk,684,,,,,
2018,Virginia,,Newport News,619,,,,,
2018,Virginia,,Roanoke,469,,,,,
2018,Virginia,,Hampton,353,,,,,
2018,Virginia,,Portsmouth,302,,,,,
2018,Virginia,,Chesapeake,298,,,,,
2018,Virginia,,Danville,246,,,,,
2018,Virginia,,Petersburg,196,,,,,
,,,,,,,,,
2018,Washington,5120,Seattle,675,,,,,
2018,Washington,,Spokane,577,,,,,
2018,Washington,,Tacoma,282,,,,,
2018,Washington,,Kent,259,,,,,
2018,Washington,,Yakima,256,,,,,
2018,Washington,,Renton,145,,,,,
2018,Washington,,Vancouver,144,,,,,
2018,Washington,,Pasco,141,,,,,
2018,Washington,,Spokane Valley,120,,,,,
2018,Washington,,SeaTac,102,,,,,
,,,,,,,,,
2018,West Virginia,1792,Charleston,363,,,,,
2018,West Virginia,,Huntington,260,,,,,
2018,West Virginia,,Beckley,133,,,,,
2018,West Virginia,,Morgantown,71,,,,,
2018,West Virginia,,Scarbro,68,,,,,
2018,West Virginia,,Fairmont,60,,,,,
2018,West Virginia,,South Charleston,56,,,,,
2018,West Virginia,,Elk Garden,43,,,,,
2018,West Virginia,,Capon Bridge,38,,,,,
2018,West Virginia,,Clarksburg,36,,,,,
,,,,,,,,,
2018,Wisconsin,4965,Milwaukee,2832,,,,,
2018,Wisconsin,,Madison,344,,,,,
2018,Wisconsin,,Racine,164,,,,,
2018,Wisconsin,,Kenosha,120,,,,,
2018,Wisconsin,,West Allis,99,,,,,
2018,Wisconsin,,Green Bay,88,,,,,
2018,Wisconsin,,Wauwatosa,73,,,,,
2018,Wisconsin,,La Crosse,65,,,,,
2018,Wisconsin,,Fitchburg,64,,,,,
2018,Wisconsin,,Janesville,58,,,,,
,,,,,,,,,
2018,Wyoming,228,Casper,50,,,,,
2018,Wyoming,,Laramie,43,,,,,
2018,Wyoming,,Cheyenne,33,,,,,
2018,Wyoming,,Wheatland,10,,,,,
2018,Wyoming,,Rock Springs,8,,,,,
2018,Wyoming,,Yellowstone National Park,8,,,,,
2018,Wyoming,,Carpenter,6,,,,,
2018,Wyoming,,Evanston,6,,,,,
,,,,,,,,,
2019,Alabama,7674,Mobile,1387,,,,,
2019,Alabama,,Huntsville,1109,,,,,
2019,Alabama,,Birmingham,600,,,,,
2019,Alabama,,Tuscaloosa,427,,,,,
2019,Alabama,,Montgomery,305,,,,,
2019,Alabama,,Bessemer,259,,,,,
2019,Alabama,,Florence,165,,,,,
2019,Alabama,,Opelika,149,,,,,
2019,Alabama,,Troy,141,,,,,
2019,Alabama,,Selma,131,,,,,
2019,Alabama,,Anniston,124,,,,,
,,,,,,,,,
2019,Alaska,1133,Anchorage,694,,,,,
2019,Alaska,,Fairbanks,119,,,,,
2019,Alaska,,Soldotna,88,,,,,
2019,Alaska,,Wasilla,78,,,,,
2019,Alaska,,Juneau,23,,,,,
2019,Alaska,,Kenai,19,,,,,
2019,Alaska,,North Pole,12,,,,,
2019,Alaska,,Anchor Point,11,,,,,
2019,Alaska,,Kodiak,11,,,,,
2019,Alaska,,Homer,9,,,,,
,,,,,,,,,
2019,Arizona,8983,Phoenix,3260,,,,,
2019,Arizona,,Tucson,1775,,,,,
2019,Arizona,,Glendale,506,,,,,
2019,Arizona,,Tempe,493,,,,,
2019,Arizona,,Scottsdale,277,,,,,
2019,Arizona,,Chandler,257,,,,,
2019,Arizona,,Goodyear,183,,,,,
2019,Arizona,,Mesa,179,,,,,
2019,Arizona,,Peoria,175,,,,,
2019,Arizona,,Yuma,169,,,,,
,,,,,,,,,
2019,Arkansas,3516,Little Rock,894,,,,,
2019,Arkansas,,West Helena,756,,,,,
2019,Arkansas,,North Little Rock,226,,,,,
2019,Arkansas,,Hot Springs,203,,,,,
2019,Arkansas,,Jonesboro,173,,,,,
2019,Arkansas,,Fayetteville,126,,,,,
2019,Arkansas,,Springdale,107,,,,,
2019,Arkansas,,Texarkana,106,,,,,
2019,Arkansas,,West Memphis,105,,,,,
2019,Arkansas,,Rogers,80,,,,,
,,,,,,,,,
2019,California,41883,Los Angeles,5184,,,,,
2019,California,,Sacramento,1572,,,,,
2019,California,,San Diego,1234,,,,,
2019,California,,San Bernardino,953,,,,,
2019,California,,Fresno,949,,,,,
2019,California,,Stockton,948,,,,,
2019,California,,Oakland,891,,,,,
2019,California,,San Francisco,802,,,,,
2019,California,,Modesto,762,,,,,
2019,California,,Bakersfield,689,,,,,
,,,,,,,,,
2019,Colorado,5637,Denver,1507,,,,,
2019,Colorado,,Colorado Springs,1090,,,,,
2019,Colorado,,Lakewood,359,,,,,
2019,Colorado,,Grand Junction,269,,,,,
2019,Colorado,,Aurora,227,,,,,
2019,Colorado,,Pueblo,187,,,,,
2019,Colorado,,Greeley,117,,,,,
2019,Colorado,,Fort Collins,103,,,,,
2019,Colorado,,Loveland,89,,,,,
2019,Colorado,,Durango,85,,,,,
2019,Colorado,,Northglenn,77,,,,,
,,,,,,,,,
2019,Connecticut,1423,Bridgeport,327,,,,,
2019,Connecticut,,Hartford,270,,,,,
2019,Connecticut,,New Haven,108,,,,,
2019,Connecticut,,Waterbury,108,,,,,
2019,Connecticut,,Vernon,50,,,,,
2019,Connecticut,,Meriden,45,,,,,
2019,Connecticut,,Groton,42,,,,,
2019,Connecticut,,New Milford,41,,,,,
2019,Connecticut,,Clinton,23,,,,,
2019,Connecticut,,Milford,23,,,,,
,,,,,,,,,
2019,Delaware,1224,Wilmington,385,,,,,
2019,Delaware,,Newark,141,,,,,
2019,Delaware,,Dover,126,,,,,
2019,Delaware,,New Castle,91,,,,,
2019,Delaware,,Seaford,51,,,,,
2019,Delaware,,Camden,49,,,,,
2019,Delaware,,Smyrna,41,,,,,
2019,Delaware,,Bear,38,,,,,
2019,Delaware,,Millsboro,25,,,,,
2019,Delaware,,Bridgeville,23,,,,,
2019,Delaware,,Laurel,23,,,,,
,,,,,,,,,
2019,District of Columbia,2134,"Washington, DC",2134,,,,,
,,,,,,,,,
2019,Florida,24068,Jacksonville,2812,,,,,
2019,Florida,,Orlando,2071,,,,,
2019,Florida,,Tampa,1563,,,,,
2019,Florida,,Miami,1499,,,,,
2019,Florida,,Pensacola,926,,,,,
2019,Florida,,West Palm Beach,854,,,,,
2019,Florida,,Tallahassee,693,,,,,
2019,Florida,,Ocala,395,,,,,
2019,Florida,,Fort Myers,384,,,,,
2019,Florida,,Naples,358,,,,,
,,,,,,,,,
2019,Georgia,17007,Atlanta,2705,,,,,
2019,Georgia,,Augusta,858,,,,,
2019,Georgia,,Savannah,774,,,,,
2019,Georgia,,Macon,644,,,,,
2019,Georgia,,Marietta,522,,,,,
2019,Georgia,,Jonesboro,455,,,,,
2019,Georgia,,Conyers,443,,,,,
2019,Georgia,,Columbus,441,,,,,
2019,Georgia,,College Park,396,,,,,
2019,Georgia,,Athens,324,,,,,
,,,,,,,,,
2019,Guam/Northern Mariana Islands,43,"Yona, Guam",7,,,,,
2019,Guam/Northern Mariana Islands,,"Mongmong-Toto-Maite, Guam",5,,,,,
2019,Guam/Northern Mariana Islands,,"Tamuning-Tumon-Harmon, Guam",5,,,,,
2019,Guam/Northern Mariana Islands,,"Agat, Guam",4,,,,,
2019,Guam/Northern Mariana Islands,,"Dededo, Guam",4,,,,,
2019,Guam/Northern Mariana Islands,,"Santa Rita, Guam",4,,,,,
2019,Guam/Northern Mariana Islands,,"Mangilao, Guam",3,,,,,
2019,Guam/Northern Mariana Islands,,"Saipan, Northern Mariana Islands",3,,,,,
2019,Guam/Northern Mariana Islands,,"Chalan Pago-Ordot, Guam",2,,,,,
2019,Guam/Northern Mariana Islands,,"Hagatna, Guam",2,,,,,
2019,Guam/Northern Mariana Islands,,"Yigo, Guam",2,,,,,
,,,,,,,,,
2019,Hawaii,260,Ewa Beach,33,,,,,
2019,Hawaii,,Lihue,25,,,,,
2019,Hawaii,,Kapolei,23,,,,,
2019,Hawaii,,Makawao,21,,,,,
2019,Hawaii,,Honolulu,19,,,,,
2019,Hawaii,,Mililani,18,,,,,
2019,Hawaii,,Kaneohe,16,,,,,
2019,Hawaii,,Wailuku,14,,,,,
2019,Hawaii,,Waialua,12,,,,,
2019,Hawaii,,Pahoa,10,,,,,
,,,,,,,,,
2019,Idaho,1325,Boise,324,,,,,
2019,Idaho,,Meridian,142,,,,,
2019,Idaho,,Twin Falls,130,,,,,
2019,Idaho,,Coeur d'Alene,94,,,,,
2019,Idaho,,Idaho Falls,68,,,,,
2019,Idaho,,Lewiston,67,,,,,
2019,Idaho,,Caldwell,50,,,,,
2019,Idaho,,Jerome,38,,,,,
2019,Idaho,,Nampa,28,,,,,
2019,Idaho,,Chubbuck,25,,,,,
,,,,,,,,,
2019,Illinois,15486,Chicago,8203,,,,,
2019,Illinois,,Rockford,406,,,,,
2019,Illinois,,Peoria,348,,,,,
2019,Illinois,,Joliet,341,,,,,
2019,Illinois,,Springfield,238,,,,,
2019,Illinois,,Aurora,188,,,,,
2019,Illinois,,East Saint Louis,188,,,,,
2019,Illinois,,Champaign,147,,,,,
2019,Illinois,,Decatur,109,,,,,
2019,Illinois,,Rock Island,108,,,,,
,,,,,,,,,
2019,Indiana,8539,Indianapolis,4015,,,,,
2019,Indiana,,Fort Wayne,952,,,,,
2019,Indiana,,South Bend,452,,,,,
2019,Indiana,,Gary,413,,,,,
2019,Indiana,,Evansville,377,,,,,
2019,Indiana,,Hammond,256,,,,,
2019,Indiana,,Elkhart,246,,,,,
2019,Indiana,,Kokomo,155,,,,,
2019,Indiana,,Muncie,140,,,,,
2019,Indiana,,Marion,96,,,,,
,,,,,,,,,
2019,Iowa,2518,Des Moines,627,,,,,
2019,Iowa,,Davenport,338,,,,,
2019,Iowa,,Waterloo,195,,,,,
2019,Iowa,,Cedar Rapids,179,,,,,
2019,Iowa,,Sioux City,158,,,,,
2019,Iowa,,Dubuque,76,,,,,
2019,Iowa,,Burlington,61,,,,,
2019,Iowa,,Clinton,60,,,,,
2019,Iowa,,Fort Dodge,49,,,,,
2019,Iowa,,Council Bluffs,48,,,,,
,,,,,,,,,
2019,Kansas,3085,Wichita,949,,,,,
2019,Kansas,,Kansas City,744,,,,,
2019,Kansas,,Topeka,402,,,,,
2019,Kansas,,Lenexa,87,,,,,
2019,Kansas,,Manhattan,72,,,,,
2019,Kansas,,Lawrence,70,,,,,
2019,Kansas,,Junction City,65,,,,,
2019,Kansas,,Olathe,65,,,,,
2019,Kansas,,Great Bend,64,,,,,
2019,Kansas,,Garden City,52,,,,,
2019,Kansas,,Derby,45,,,,,
,,,,,,,,,
2019,Kentucky,6997,Louisville,3185,,,,,
2019,Kentucky,,Lexington,888,,,,,
2019,Kentucky,,Owensboro,206,,,,,
2019,Kentucky,,Covington,197,,,,,
2019,Kentucky,,Glasgow,153,,,,,
2019,Kentucky,,Hopkinsville,144,,,,,
2019,Kentucky,,Richmond,116,,,,,
2019,Kentucky,,Manchester,112,,,,,
2019,Kentucky,,Paducah,102,,,,,
2019,Kentucky,,Bowling Green,93,,,,,
,,,,,,,,,
2019,Louisiana,10666,New Orleans,1861,,,,,
2019,Louisiana,,Baton Rouge,1680,,,,,
2019,Louisiana,,Shreveport,1031,,,,,
2019,Louisiana,,Lake Charles,556,,,,,
2019,Louisiana,,Lafayette,452,,,,,
2019,Louisiana,,Monroe,293,,,,,
2019,Louisiana,,Matairie,261,,,,,
2019,Louisiana,,Gretna,226,,,,,
2019,Louisiana,,Slidell,197,,,,,
2019,Louisiana,,LaPlace,178,,,,,
,,,,,,,,,
2019,Maine,531,Stetson,87,,,,,
2019,Maine,,Portland,63,,,,,
2019,Maine,,Gorham,55,,,,,
2019,Maine,,Auburn,25,,,,,
2019,Maine,,Leeds,17,,,,,
2019,Maine,,Augusta,15,,,,,
2019,Maine,,Bangor,15,,,,,
2019,Maine,,Lewiston,15,,,,,
2019,Maine,,Rockland,13,,,,,
2019,Maine,,LaGrange,11,,,,,
,,,,,,,,,
2019,Maryland,9465,Baltimore,2490,,,,,
2019,Maryland,,Pasadena,320,,,,,
2019,Maryland,,Hagerstown,305,,,,,
2019,Maryland,,Frederick,286,,,,,
2019,Maryland,,Silver Spring,238,,,,,
2019,Maryland,,Hyattsville,211,,,,,
2019,Maryland,,Waldorf,194,,,,,
2019,Maryland,,Elkton,178,,,,,
2019,Maryland,,Glen Burnie,172,,,,,
2019,Maryland,,Capitol Heights,147,,,,,
,,,,,,,,,
2019,Massachusetts,1933,Boston,596,,,,,
2019,Massachusetts,,Springfield,204,,,,,
2019,Massachusetts,,Worcester,89,,,,,
2019,Massachusetts,,Lawrence,80,,,,,
2019,Massachusetts,,Brockton,72,,,,,
2019,Massachusetts,,Haverhill,44,,,,,
2019,Massachusetts,,Medford,43,,,,,
2019,Massachusetts,,New Bedford,42,,,,,
2019,Massachusetts,,Lynn,33,,,,,
2019,Massachusetts,,Holyoke,32,,,,,
,,,,,,,,,
2019,Michigan,6975,Detroit,4103,,,,,
2019,Michigan,,Flint,394,,,,,
2019,Michigan,,Pontiac,285,,,,,
2019,Michigan,,Grand Rapids,281,,,,,
2019,Michigan,,Saginaw,154,,,,,
2019,Michigan,,Jackson,151,,,,,
2019,Michigan,,Southfield,102,,,,,
2019,Michigan,,Lansing,95,,,,,
2019,Michigan,,Battle Creek,88,,,,,
2019,Michigan,,Kalamazoo,86,,,,,
,,,,,,,,,
2019,Minnesota,4112,Minneapolis,945,,,,,
2019,Minnesota,,St. Paul,657,,,,,
2019,Minnesota,,Rochester,143,,,,,
2019,Minnesota,,Bemidji,125,,,,,
2019,Minnesota,,Brooklyn Park,123,,,,,
2019,Minnesota,,Duluth,104,,,,,
2019,Minnesota,,Brooklyn Center,79,,,,,
2019,Minnesota,,Montevideo,73,,,,,
2019,Minnesota,,Bloomington,61,,,,,
2019,Minnesota,,Hendricks,57,,,,,
2019,Minnesota,,Burnsville,50,,,,,
,,,,,,,,,
2019,Mississippi,4044,Jackson,536,,,,,
2019,Mississippi,,Gulfport,384,,,,,
2019,Mississippi,,Hattiesburg,344,,,,,
2019,Mississippi,,Southaven,153,,,,,
2019,Mississippi,,Clarksdale,150,,,,,
2019,Mississippi,,Natchez,109,,,,,
2019,Mississippi,,Vicksburg,109,,,,,
2019,Mississippi,,Ridgeland,98,,,,,
2019,Mississippi,,Pascagoula,86,,,,,
2019,Mississippi,,Laurel,84,,,,,
,,,,,,,,,
2019,Missouri,10360,Saint Louis,3873,,,,,
2019,Missouri,,Kansas City,2445,,,,,
2019,Missouri,,Independence,609,,,,,
2019,Missouri,,Springfield,421,,,,,
2019,Missouri,,Florissant,350,,,,,
2019,Missouri,,Columbia,198,,,,,
2019,Missouri,,Cape Girardeau,170,,,,,
2019,Missouri,,Hazelwood,134,,,,,
2019,Missouri,,Saint Joseph,130,,,,,
2019,Missouri,,Bridgeton,115,,,,,
,,,,,,,,,
2019,Montana,817,Billings,181,,,,,
2019,Montana,,Great Falls,110,,,,,
2019,Montana,,Belgrade,88,,,,,
2019,Montana,,Missoula,66,,,,,
2019,Montana,,Kalispell,36,,,,,
2019,Montana,,Bozeman,30,,,,,
2019,Montana,,Thompson Falls,24,,,,,
2019,Montana,,Crow Agency,21,,,,,
2019,Montana,,Lame Deer,19,,,,,
2019,Montana,,Clancy,18,,,,,
2019,Montana,,Glendive,17,,,,,
,,,,,,,,,
2019,Nebraska,1803,Omaha,1071,,,,,
2019,Nebraska,,Lincoln,224,,,,,
2019,Nebraska,,Grand Island,70,,,,,
2019,Nebraska,,Springfield,62,,,,,
2019,Nebraska,,North Platte,50,,,,,
2019,Nebraska,,Papillion,49,,,,,
2019,Nebraska,,Bellevue,47,,,,,
2019,Nebraska,,Gretna,24,,,,,
2019,Nebraska,,Kearney,19,,,,,
2019,Nebraska,,Blair,13,,,,,
2019,Nebraska,,South Sioux City,13,,,,,
,,,,,,,,,
2019,Nevada,5576,Las Vegas,3871,,,,,
2019,Nevada,,Sparks,527,,,,,
2019,Nevada,,Henderson,432,,,,,
2019,Nevada,,North Las Vegas,318,,,,,
2019,Nevada,,Reno,191,,,,,
2019,Nevada,,Elko,36,,,,,
2019,Nevada,,Carson City,32,,,,,
2019,Nevada,,Fallon,29,,,,,
2019,Nevada,,Laughlin,17,,,,,
2019,Nevada,,Owyhee,15,,,,,
,,,,,,,,,
2019,New Hampshire,412,Manchester,97,,,,,
2019,New Hampshire,,Exeter,38,,,,,
2019,New Hampshire,,Nashua,31,,,,,
