year,state,all_firearms_recovered,city,firearm_by_city,population,top_categ_reported,top15_sourcer_states,time_to_crime,age_of_possessors
2016,Idaho,,Boise,265,,,,,
2016,Idaho,,Twin Falls,88,,,,,
,,,,,,,,,
2016,Illinois,12467,Chicago,6088,,,,,
2016,Illinois,,Rockford,481,,,,,
2016,Illinois,,Peoria,296,,,,,
2016,Illinois,,Joliet,281,,,,,
2016,Illinois,,East St. Louis,261,,,,,
2016,Illinois,,Springfield,257,,,,,
2016,Illinois,,East Alton,107,,,,,
2016,Illinois,,Champaign,102,,,,,
2016,Illinois,,Aurora,101,,,,,
2016,Illinois,,Bolingbrook,101,,,,,
,,,,,,,,,
2016,Indiana,7031,Fort Wayne,724,,,,,
2016,Indiana,,Gary,336,,,,,
2016,Indiana,,South Bend,332,,,,,
2016,Indiana,,Evansville,303,,,,,
2016,Indiana,,Hammond,192,,,,,
2016,Indiana,,Kokomo,185,,,,,
2016,Indiana,,Elkhart,156,,,,,
2016,Indiana,,Muncie,140,,,,,
2016,Indiana,,Marion,79,,,,,
2016,Indiana,,Indianapolis,3406,,,,,
,,,,,,,,,
2016,Iowa,1857,Sioux City,165,,,,,
2016,Iowa,,Cedar Rapids,132,,,,,
2016,Iowa,,Waterloo,108,,,,,
2016,Iowa,,Council Bluffs,54,,,,,
2016,Iowa,,Clinton,45,,,,,
2016,Iowa,,Dubuque,42,,,,,
2016,Iowa,,Castana,41,,,,,
2016,Iowa,,Iowa City,41,,,,,
2016,Iowa,,Des Moines,450,,,,,
2016,Iowa,,Davenport,178,,,,,
,,,,,,,,,
2016,Kansas,2703,Kansas City,445,,,,,
2016,Kansas,,Topeka,327,,,,,
2016,Kansas,,Junction City,73,,,,,
2016,Kansas,,Wellsville,53,,,,,
2016,Kansas,,Paola,52,,,,,
2016,Kansas,,Garden City,51,,,,,
2016,Kansas,,Lenexa,50,,,,,
2016,Kansas,,Lawrence,47,,,,,
2016,Kansas,,Manhattan,46,,,,,
2016,Kansas,,Wichita,1029,,,,,
,,,,,,,,,
2016,Kentucky,4355,Lexington,541,,,,,
2016,Kentucky,,Richmond,92,,,,,
2016,Kentucky,,Hopkinsville,83,,,,,
2016,Kentucky,,Covington,67,,,,,
2016,Kentucky,,Fort Campbell,47,,,,,
2016,Kentucky,,Bowling Green,38,,,,,
2016,Kentucky,,Owensboro,35,,,,,
2016,Kentucky,,Cynthiana,30,,,,,
2016,Kentucky,,Edmonton,29,,,,,
2016,Kentucky,,Louisville,2703,,,,,
,,,,,,,,,
2016,Louisiana,8282,Shreveport,361,,,,,
2016,Louisiana,,Lafayette,350,,,,,
2016,Louisiana,,Lake Charles,349,,,,,
2016,Louisiana,,Harvey,220,,,,,
2016,Louisiana,,Metairie,203,,,,,
2016,Louisiana,,Slidell,162,,,,,
2016,Louisiana,,Houma,144,,,,,
2016,Louisiana,,New Iberia,141,,,,,
2016,Louisiana,,New Orleans,1496,,,,,
2016,Louisiana,,Baton Rouge,1233,,,,,
,,,,,,,,,
2016,Maine,346,Saco,25,,,,,
2016,Maine,,Lewiston,20,,,,,
2016,Maine,,Augusta,19,,,,,
2016,Maine,,Indian Island,9,,,,,
2016,Maine,,Brunswick,8,,,,,
2016,Maine,,Scarborough,8,,,,,
2016,Maine,,Jay,7,,,,,
2016,Maine,,South Portland,7,,,,,
2016,Maine,,Westbrook,7,,,,,
2016,Maine,,Portland,70,,,,,
2016,Maine,,Gorham,30,,,,,
,,,,,,,,,
2016,Maryland,8665,Hagerstown,246,,,,,
2016,Maryland,,Frederick,229,,,,,
2016,Maryland,,Annapolis,198,,,,,
2016,Maryland,,Glen Burnie,190,,,,,
2016,Maryland,,Waldorf,174,,,,,
2016,Maryland,,Silver Spring,172,,,,,
2016,Maryland,,Capitol Heights,152,,,,,
2016,Maryland,,Upper Marlboro,145,,,,,
2016,Maryland,,Rockville,142,,,,,
2016,Maryland,,Baltimore,2414,,,,,
,,,,,,,,,
2016,Massachusetts,1951,Springfield,112,,,,,
2016,Massachusetts,,New Bedford,102,,,,,
2016,Massachusetts,,Ludlow,92,,,,,
2016,Massachusetts,,Worcester,84,,,,,
2016,Massachusetts,,Brockton,67,,,,,
2016,Massachusetts,,Holyoke,67,,,,,
2016,Massachusetts,,Lawrence,58,,,,,
2016,Massachusetts,,Lynn,57,,,,,
2016,Massachusetts,,Boston,640,,,,,
,,,,,,,,,
2016,Michigan,6174,Detroit,3696,,,,,
2016,Michigan,,Lansing,221,,,,,
2016,Michigan,,Saginaw,219,,,,,
2016,Michigan,,Flint,174,,,,,
2016,Michigan,,Pontiac,170,,,,,
2016,Michigan,,Battle Creek,116,,,,,
2016,Michigan,,Grand Rapids,106,,,,,
2016,Michigan,,Central Lake Township,78,,,,,
2016,Michigan,,Kalamazoo,61,,,,,
2016,Michigan,,Warren,56,,,,,
,,,,,,,,,
2016,Minnesota,3209,St. Paul,548,,,,,
2016,Minnesota,,Brainerd,105,,,,,
2016,Minnesota,,Brooklyn Center,103,,,,,
2016,Minnesota,,Brooklyn Park,94,,,,,
2016,Minnesota,,Duluth,88,,,,,
2016,Minnesota,,Bemidji,64,,,,,
2016,Minnesota,,Hugo,62,,,,,
2016,Minnesota,,Burnsville,56,,,,,
2016,Minnesota,,Cloquet,47,,,,,
2016,Minnesota,,Minneapolis,708,,,,,
,,,,,,,,,
2016,Mississippi,4462,Clarksdale,1373,,,,,
2016,Mississippi,,Jackson,610,,,,,
2016,Mississippi,,Gulfport,439,,,,,
2016,Mississippi,,Ridgeland,167,,,,,
2016,Mississippi,,Meridian,155,,,,,
2016,Mississippi,,Columbus,122,,,,,
2016,Mississippi,,Hattiesburg,121,,,,,
2016,Mississippi,,Greenwood,73,,,,,
2016,Mississippi,,Flowood,59,,,,,
2016,Mississippi,,Vicksburg,49,,,,,
,,,,,,,,,
2016,Missouri,6651,Kansas City,1888,,,,,
2016,Missouri,,Florissant,226,,,,,
2016,Missouri,,Springfield,215,,,,,
2016,Missouri,,Blue Springs,118,,,,,
2016,Missouri,,St. Joseph,116,,,,,
2016,Missouri,,Columbia,115,,,,,
2016,Missouri,,Cape Girardeau,80,,,,,
2016,Missouri,,Hazelwood,77,,,,,
2016,Missouri,,Bridgeton,61,,,,,
2016,Missouri,,St. Louis,2195,,,,,
,,,,,,,,,
2016,Montana,885,Missoula,84,,,,,
2016,Montana,,Kalispell,53,,,,,
2016,Montana,,Great Falls,47,,,,,
2016,Montana,,Bozeman,37,,,,,
2016,Montana,,Hungry Horse,35,,,,,
2016,Montana,,Livingston,31,,,,,
2016,Montana,,Libby,30,,,,,
2016,Montana,,Kila,27,,,,,
2016,Montana,,Billings,178,,,,,
2016,Montana,,Havre,90,,,,,
,,,,,,,,,
2016,Nebraska,1513,Omaha,1065,,,,,
2016,Nebraska,,Lincoln,169,,,,,
2016,Nebraska,,North Platte,39,,,,,
2016,Nebraska,,Grand Island,34,,,,,
2016,Nebraska,,Kearney,28,,,,,
2016,Nebraska,,Bellevue,22,,,,,
2016,Nebraska,,Blair,19,,,,,
2016,Nebraska,,Gretna,15,,,,,
2016,Nebraska,,Hastings,13,,,,,
2016,Nebraska,,La Vista,11,,,,,
,,,,,,,,,
2016,Nevada,1035,Las Vegas,311,,,,,
2016,Nevada,,Reno,141,,,,,
2016,Nevada,,Carson City,61,,,,,
2016,Nevada,,Sparks,49,,,,,
2016,Nevada,,North Las Vegas,25,,,,,
2016,Nevada,,Fallon,18,,,,,
2016,Nevada,,Elko,17,,,,,
2016,Nevada,,Pahrump,8,,,,,
2016,Nevada,,Henderson,356,,,,,
,,,,,,,,,
2016,New Hampshire,250,Nashua,36,,,,,
2016,New Hampshire,,Portsmouth,11,,,,,
2016,New Hampshire,,Laconia,10,,,,,
2016,New Hampshire,,Amherst,9,,,,,
2016,New Hampshire,,Keene,9,,,,,
2016,New Hampshire,,Hooksett,7,,,,,
2016,New Hampshire,,Manchester,92,,,,,
,,,,,,,,,
2016,New Jersey,3918,Trenton,271,,,,,
2016,New Jersey,,Jersey City,232,,,,,
2016,New Jersey,,Camden,189,,,,,
2016,New Jersey,,Atlantic City,76,,,,,
2016,New Jersey,,Irvington,69,,,,,
2016,New Jersey,,Cherry Hill,67,,,,,
2016,New Jersey,,East Orange,65,,,,,
2016,New Jersey,,Pennsauken,59,,,,,
2016,New Jersey,,Newark,523,,,,,
2016,New Jersey,,Paterson,282,,,,,
,,,,,,,,,
2016,New Mexico,2230,Hobbs,260,,,,,
2016,New Mexico,,Las Cruces,189,,,,,
2016,New Mexico,,Clovis,76,,,,,
2016,New Mexico,,Roswell,49,,,,,
2016,New Mexico,,Thoreau,49,,,,,
2016,New Mexico,,Gallup,32,,,,,
2016,New Mexico,,Carlsbad,31,,,,,
2016,New Mexico,,Albuquerque,1159,,,,,
,,,,,,,,,
2016,New York,8338,Buffalo,586,,,,,
2016,New York,,Rochester,522,,,,,
2016,New York,,Syracuse,344,,,,,
2016,New York,,East Patchogue,133,,,,,
2016,New York,,Albany,110,,,,,
2016,New York,,Middletown,107,,,,,
2016,New York,,Jamestown,97,,,,,
2016,New York,,New Hyde Park,77,,,,,
2016,New York,,Yonkers,70,,,,,
2016,New York,,New York City,3886,,,,,
,,,,,,,,,
2016,North Carolina,12716,Raleigh,672,,,,,
2016,North Carolina,,Durham,647,,,,,
2016,North Carolina,,Winston-Salem,547,,,,,
2016,North Carolina,,Fayetteville,419,,,,,
2016,North Carolina,,Wilmington,341,,,,,
2016,North Carolina,,Jacksonville,293,,,,,
2016,North Carolina,,High Point,273,,,,,
2016,North Carolina,,Rocky Mount,252,,,,,
2016,North Carolina,,Charlotte,2237,,,,,
2016,North Carolina,,Greensboro,796,,,,,
,,,,,,,,,
2016,North Dakota,674,Fargo,65,,,,,
2016,North Dakota,,Walhalla,45,,,,,
2016,North Dakota,,Grand Forks,43,,,,,
2016,North Dakota,,Dickinson,38,,,,,
2016,North Dakota,,Watford City,28,,,,,
2016,North Dakota,,Minot,26,,,,,
2016,North Dakota,,Bismarck,24,,,,,
2016,North Dakota,,Williston,150,,,,,
2016,North Dakota,,Warwick,125,,,,,
,,,,,,,,,
2016,Ohio,10263,Cleveland,1437,,,,,
2016,Ohio,,Toledo,1008,,,,,
2016,Ohio,,Akron,663,,,,,
2016,Ohio,,Youngstown,234,,,,,
2016,Ohio,,Warren,149,,,,,
2016,Ohio,,Mansfield,147,,,,,
2016,Ohio,,East Cleveland,104,,,,,
2016,Ohio,,Canton,102,,,,,
2016,Ohio,,Columbus,2300,,,,,
2016,Ohio,,Cincinnati,1506,,,,,
,,,,,,,,,
2016,Oklahoma,1731,Okmulgee,168,,,,,
2016,Oklahoma,,Muskogee,131,,,,,
2016,Oklahoma,,Edmond,129,,,,,
2016,Oklahoma,,Moore,85,,,,,
2016,Oklahoma,,Tahlequah,40,,,,,
2016,Oklahoma,,Turpin,35,,,,,
2016,Oklahoma,,Shawnee,20,,,,,
2016,Oklahoma,,Chandler,19,,,,,
2016,Oklahoma,,Sapulpa,19,,,,,
2016,Oklahoma,,Tulsa,416,,,,,
2016,Oklahoma,,Oklahoma City,245,,,,,
,,,,,,,,,
2016,Oregon,3603,Medford,302,,,,,
2016,Oregon,,Eugene,203,,,,,
2016,Oregon,,Beaverton,152,,,,,
2016,Oregon,,Springfield,118,,,,,
2016,Oregon,,Salem,103,,,,,
2016,Oregon,,Gresham,77,,,,,
2016,Oregon,,Bend,74,,,,,
2016,Oregon,,Central Point,69,,,,,
2016,Oregon,,Redmond,67,,,,,
2016,Oregon,,Portland,981,,,,,
,,,,,,,,,
2016,Pennsylvania,9287,Philadelphia,3588,,,,,
2016,Pennsylvania,,Pittsburgh,855,,,,,
2016,Pennsylvania,,Harrisburg,259,,,,,
2016,Pennsylvania,,Reading,163,,,,,
2016,Pennsylvania,,Erie,149,,,,,
2016,Pennsylvania,,Allentown,134,,,,,
2016,Pennsylvania,,Lancaster,112,,,,,
2016,Pennsylvania,,York,96,,,,,
2016,Pennsylvania,,Chester,71,,,,,
2016,Pennsylvania,,Uniontown,68,,,,,
,,,,,,,,,
2016,Puerto Rico,687,Carolina,46,,,,,
2016,Puerto Rico,,Caguas,45,,,,,
2016,Puerto Rico,,Bayamon,41,,,,,
2016,Puerto Rico,,Ponce,31,,,,,
2016,Puerto Rico,,Corozal,26,,,,,
2016,Puerto Rico,,Arecibo,21,,,,,
2016,Puerto Rico,,Toa Baja,21,,,,,
2016,Puerto Rico,,Manati,20,,,,,
2016,Puerto Rico,,San Juan,168,,,,,
,,,,,,,,,
2016,Rhode Island,415,Pawtucket,44,,,,,
2016,Rhode Island,,West Warwick,20,,,,,
2016,Rhode Island,,Warwick,15,,,,,
2016,Rhode Island,,Woonsocket,15,,,,,
2016,Rhode Island,,Cranston,13,,,,,
2016,Rhode Island,,Johnston,11,,,,,
2016,Rhode Island,,North Kingstown,9,,,,,
2016,Rhode Island,,North Providence,8,,,,,
2016,Rhode Island,,Providence,228,,,,,
,,,,,,,,,
2016,South Carolina,5247,Myrtle Beach,218,,,,,
2016,South Carolina,,Charleston,200,,,,,
2016,South Carolina,,Summerville,174,,,,,
2016,South Carolina,,Rock Hill,137,,,,,
2016,South Carolina,,Greenville,136,,,,,
2016,South Carolina,,Lancaster,134,,,,,
2016,South Carolina,,Florence,125,,,,,
2016,South Carolina,,Spartanburg,437,,,,,
2016,South Carolina,,North Charleston,429,,,,,
2016,South Carolina,,Columbia,426,,,,,
,,,,,,,,,
2016,South Dakota,650,Sioux Falls,91,,,,,
2016,South Dakota,,Hill City,27,,,,,
2016,South Dakota,,Mitchell,19,,,,,
2016,South Dakota,,Watertown,15,,,,,
2016,South Dakota,,Faith,14,,,,,
2016,South Dakota,,Fort Thompson,14,,,,,
2016,South Dakota,,Box Elder,13,,,,,
2016,South Dakota,,Lower Brule,13,,,,,
2016,South Dakota,,Rapid City,300,,,,,
,,,,,,,,,
2016,Tennessee,10131,Nashville,1539,,,,,
2016,Tennessee,,Chattanooga,1028,,,,,
2016,Tennessee,,Knoxville,423,,,,,
2016,Tennessee,,Jackson,201,,,,,
2016,Tennessee,,Kingsport,111,,,,,
2016,Tennessee,,Clarksville,110,,,,,
2016,Tennessee,,Madison,108,,,,,
2016,Tennessee,,Antioch,104,,,,,
2016,Tennessee,,Millington,95,,,,,
2016,Tennessee,,Memphis,3940,,,,,
,,,,,,,,,
2016,Texas,24822,Dallas,3258,,,,,
2016,Texas,,San Antonio,1412,,,,,
2016,Texas,,Austin,1014,,,,,
2016,Texas,,Corpus Christi,727,,,,,
2016,Texas,,Midland,585,,,,,
2016,Texas,,El Paso,394,,,,,
2016,Texas,,Laredo,385,,,,,
2016,Texas,,Beaumont,346,,,,,
2016,Texas,,Mesquite,339,,,,,
2016,Texas,,Houston,7008,,,,,
,,,,,,,,,
2016,US Virgin Islands,155,Christiansted,40,,,,,
2016,US Virgin Islands,,Frederiksted,19,,,,,
2016,US Virgin Islands,,Kingshill,15,,,,,
2016,US Virgin Islands,,Charlotte Amalie,3,,,,,
2016,US Virgin Islands,,St. Croix,3,,,,,
2016,US Virgin Islands,,St. Thomas,75,,,,,
,,,,,,,,,
2016,Utah,1554,Saint George,87,,,,,
2016,Utah,,Layton,82,,,,,
2016,Utah,,Vernal,72,,,,,
2016,Utah,,Kearns,64,,,,,
2016,Utah,,Provo,56,,,,,
2016,Utah,,South Salt Lake,51,,,,,
2016,Utah,,West Valley City,166,,,,,
2016,Utah,,Salt Lake City,119,,,,,
2016,Utah,,Ogden,104,,,,,
2016,Utah,,West Jordan,92,,,,,
,,,,,,,,,
2016,Vermont,186,Burlington,16,,,,,
2016,Vermont,,Colchester,14,,,,,
2016,Vermont,,Springfield,12,,,,,
2016,Vermont,,Bennington,7,,,,,
2016,Vermont,,Saint Johnsbury,7,,,,,
2016,Vermont,,Brattleboro,6,,,,,
2016,Vermont,,Saint Albans,6,,,,,
2016,Vermont,,Shrewsbury,46,,,,,
2016,Vermont,,North Bennington,18,,,,,
,,,,,,,,,
2016,Virginia,8449,Norfolk,667,,,,,
2016,Virginia,,Newport News,547,,,,,
2016,Virginia,,Roanoke,369,,,,,
2016,Virginia,,Hampton,294,,,,,
2016,Virginia,,Chesapeake,255,,,,,
2016,Virginia,,Portsmouth,223,,,,,
2016,Virginia,,Manassas,214,,,,,
2016,Virginia,,Danville,141,,,,,
2016,Virginia,,Richmond,1078,,,,,
2016,Virginia,,Virginia Beach,687,,,,,
,,,,,,,,,
2016,Washington,4268,Yakima,250,,,,,
2016,Washington,,Kent,168,,,,,
2016,Washington,,Vancouver,160,,,,,
2016,Washington,,Renton,131,,,,,
2016,Washington,,Longview,108,,,,,
2016,Washington,,Eatonville,100,,,,,
2016,Washington,,Tacoma,100,,,,,
2016,Washington,,Marysville,95,,,,,
2016,Washington,,Spokane,464,,,,,
2016,Washington,,Seattle,446,,,,,
,,,,,,,,,
2016,West Virginia,1706,Huntington,147,,,,,
2016,West Virginia,,Elkins,121,,,,,
2016,West Virginia,,Beckley,78,,,,,
2016,West Virginia,,Fairmont,46,,,,,
2016,West Virginia,,Charles Town,40,,,,,
2016,West Virginia,,South Charlestown,40,,,,,
2016,West Virginia,,Parkersburg,33,,,,,
2016,West Virginia,,Brandywine,25,,,,,
2016,West Virginia,,Charleston,341,,,,,
2016,West Virginia,,Martinsburg,152,,,,,
,,,,,,,,,
2016,Wisconsin,4705,Wauwatosa,427,,,,,
2016,Wisconsin,,Madison,231,,,,,
2016,Wisconsin,,Racine,127,,,,,
2016,Wisconsin,,DeForest,122,,,,,
2016,Wisconsin,,Beloit,118,,,,,
2016,Wisconsin,,Kenosha,116,,,,,
2016,Wisconsin,,Green Bay,92,,,,,
2016,Wisconsin,,West Allis,72,,,,,
2016,Wisconsin,,La Crosse,54,,,,,
2016,Wisconsin,,Milwaukee,2315,,,,,
,,,,,,,,,
2016,Wyoming,265,Casper,27,,,,,
2016,Wyoming,,Gillette,16,,,,,
2016,Wyoming,,Evanston,14,,,,,
2016,Wyoming,,Yellowstone National Park,14,,,,,
2016,Wyoming,,Lander,9,,,,,
2016,Wyoming,,Cody,7,,,,,
2016,Wyoming,,Laramie,6,,,,,
2016,Wyoming,,Green River,5,,,,,
2016,Wyoming,,Pinedale,5,,,,,
2016,Wyoming,,Riverton,5,,,,,
2016,Wyoming,,Cheyenne,93,,,,,
,,,,,,,,,
2017,Alabama,6666,Birmingham,1198,,,,,
2017,Alabama,,Huntsville,843,,,,,
2017,Alabama,,Tuscaloosa,353,,,,,
2017,Alabama,,Montgomery,265,,,,,
2017,Alabama,,Opelika,224,,,,,
2017,Alabama,,Selma,198,,,,,
2017,Alabama,,Bessemer,191,,,,,
2017,Alabama,,Gadsden,190,,,,,
2017,Alabama,,Anniston,186,,,,,
2017,Alabama,,Homewood,141,,,,,
2017,Alabama,,Florence,117,,,,,
,,,,,,,,,
2017,Alaska,1075,Anchorage,521,,,,,
2017,Alaska,,Fairbanks,157,,,,,
2017,Alaska,,Soldotna,89,,,,,
2017,Alaska,,Kenai,55,,,,,
2017,Alaska,,Kodiak,43,,,,,
2017,Alaska,,Wasilla,42,,,,,
2017,Alaska,,Juneau,37,,,,,
2017,Alaska,,Palmer,19,,,,,
2017,Alaska,,North Pole,17,,,,,
2017,Alaska,,Eagle River,15,,,,,
,,,,,,,,,
2017,Arizona,6638,Tucson,1686,,,,,
2017,Arizona,,Phoenix,1273,,,,,
2017,Arizona,,Tempe,424,,,,,
2017,Arizona,,Glendale,311,,,,,
2017,Arizona,,Scottsdale,289,,,,,
2017,Arizona,,Rio Rico,215,,,,,
2017,Arizona,,Yuma,202,,,,,
2017,Arizona,,Mesa,189,,,,,
2017,Arizona,,Chandler,188,,,,,
2017,Arizona,,Goodyear,166,,,,,
2017,Arizona,,Peoria,158,,,,,
,,,,,,,,,
2017,Arkansas,1525,Little Rock,313,,,,,
2017,Arkansas,,Springdale,184,,,,,
2017,Arkansas,,North Little Rock,151,,,,,
2017,Arkansas,,Hot Springs,133,,,,,
2017,Arkansas,,Fayetteville,90,,,,,
2017,Arkansas,,Jonesboro,79,,,,,
2017,Arkansas,,Texarkana,66,,,,,
2017,Arkansas,,Conway,48,,,,,
2017,Arkansas,,Atkins,36,,,,,
2017,Arkansas,,Lead Hill,28,,,,,
,,,,,,,,,
2017,California,41527,Los Angeles,5428,,,,,
2017,California,,Sacramento,2010,,,,,
2017,California,,Oakland,1033,,,,,
2017,California,,San Francisco,903,,,,,
2017,California,,Fresno,901,,,,,
2017,California,,San Diego,876,,,,,
2017,California,,Stockton,864,,,,,
2017,California,,San Bernardino,809,,,,,
2017,California,,Bakersfield,552,,,,,
2017,California,,Compton,538,,,,,
,,,,,,,,,
2017,Colorado,4905,Denver,1463,,,,,
2017,Colorado,,Colorado Springs,831,,,,,
2017,Colorado,,Pueblo,253,,,,,
2017,Colorado,,Lakewood,249,,,,,
2017,Colorado,,Greeley,239,,,,,
2017,Colorado,,Grand Junction,205,,,,,
2017,Colorado,,Aurora,202,,,,,
2017,Colorado,,Durango,84,,,,,
2017,Colorado,,Longmont,84,,,,,
2017,Colorado,,Fort Collins,63,,,,,
2017,Colorado,,Northglenn,59,,,,,
,,,,,,,,,
2017,Connecticut,1359,Groton,260,,,,,
2017,Connecticut,,Hartford,221,,,,,
2017,Connecticut,,Milford,143,,,,,
2017,Connecticut,,Bridgeport,80,,,,,
2017,Connecticut,,Hamden,66,,,,,
2017,Connecticut,,Waterbury,65,,,,,
2017,Connecticut,,New Haven,43,,,,,
2017,Connecticut,,Seymour,35,,,,,
2017,Connecticut,,Meriden,34,,,,,
2017,Connecticut,,New London,27,,,,,
2017,Connecticut,,Stratford,27,,,,,
,,,,,,,,,
2017,Delaware,1114,Wilmington,379,,,,,
2017,Delaware,,Newark,135,,,,,
2017,Delaware,,Dover,120,,,,,
2017,Delaware,,New Castle,88,,,,,
2017,Delaware,,Hockessin,46,,,,,
2017,Delaware,,Georgetown,25,,,,,
2017,Delaware,,Millsboro,24,,,,,
2017,Delaware,,Bear,21,,,,,
2017,Delaware,,Seaford,20,,,,,
2017,Delaware,,Greenwood,19,,,,,
2017,Delaware,,Lewes,19,,,,,
2017,Delaware,,Middletown,19,,,,,
,,,,,,,,,
2017,District of Columbia,2101,"Washington, DC",2101,,,,,
,,,,,,,,,
2017,Florida,21088,Jacksonville,2190,,,,,
2017,Florida,,Tampa,2094,,,,,
2017,Florida,,Orlando,1293,,,,,
2017,Florida,,Pensacola,1076,,,,,
2017,Florida,,Miami,1022,,,,,
2017,Florida,,West Palm Beach,813,,,,,
2017,Florida,,Daytona Beach,357,,,,,
2017,Florida,,Fort Myers,332,,,,,
2017,Florida,,Kissimmee,304,,,,,
2017,Florida,,St. Petersburg,285,,,,,
2017,Florida,,Gainesville,284,,,,,
,,,,,,,,,
2017,Georgia,15190,Atlanta,2780,,,,,
2017,Georgia,,Savannah,968,,,,,
2017,Georgia,,Augusta,685,,,,,
2017,Georgia,,Marietta,569,,,,,
2017,Georgia,,Macon,486,,,,,
2017,Georgia,,Decatur,476,,,,,
2017,Georgia,,Columbus,424,,,,,
2017,Georgia,,College Park,359,,,,,
2017,Georgia,,Jonesboro,330,,,,,
2017,Georgia,,Athens,281,,,,,
,,,,,,,,,
2017,Guam,38,Chalan Pago-Ordot,15,,,,,
2017,Guam,,Mangilao,7,,,,,
2017,Guam,,Yigo,6,,,,,
2017,Guam,,Barrigada,4,,,,,
2017,Guam,,Agana Heights,2,,,,,
2017,Guam,,Dededo,1,,,,,
2017,Guam,,Mongmong-Toto-Maite,1,,,,,
2017,Guam,,Santa Rita,1,,,,,
2017,Guam,,Tamuning-Tumon-Harmon,1,,,,,
,,,,,,,,,
2017,Hawaii,139,Lihue,49,,,,,
2017,Hawaii,,Honolulu,18,,,,,
2017,Hawaii,,Hilo,11,,,,,
2017,Hawaii,,Kailua Kona,7,,,,,
2017,Hawaii,,Kapaa,7,,,,,
2017,Hawaii,,Pahoa,6,,,,,
2017,Hawaii,,Mountain View,5,,,,,
2017,Hawaii,,Keaau,4,,,,,
2017,Hawaii,,Waianae,3,,,,,
,,,,,,,,,
2017,Idaho,1354,Boise,293,,,,,
2017,Idaho,,Twin Falls,173,,,,,
2017,Idaho,,Meridian,111,,,,,
2017,Idaho,,Blackfoot,83,,,,,
2017,Idaho,,Coeur d'Alene,71,,,,,
2017,Idaho,,Nampa,66,,,,,
2017,Idaho,,Idaho Falls,53,,,,,
2017,Idaho,,Caldwell,38,,,,,
2017,Idaho,,Lewiston,38,,,,,
2017,Idaho,,Pocatello,35,,,,,
,,,,,,,,,
2017,Illinois,14037,Chicago,7224,,,,,
2017,Illinois,,Rockford,467,,,,,
2017,Illinois,,Peoria,331,,,,,
2017,Illinois,,East St. Louis,312,,,,,
2017,Illinois,,Springfield,280,,,,,
2017,Illinois,,Joliet,184,,,,,
2017,Illinois,,Aurora,176,,,,,
2017,Illinois,,Champaign,112,,,,,
2017,Illinois,,Rock Island,103,,,,,
2017,Illinois,,Cicero,101,,,,,
,,,,,,,,,
2017,Indiana,8200,Indianapolis,4003,,,,,
2017,Indiana,,Fort Wayne,705,,,,,
2017,Indiana,,South Bend,385,,,,,
2017,Indiana,,Gary,348,,,,,
2017,Indiana,,Evansville,301,,,,,
2017,Indiana,,Hammond,215,,,,,
2017,Indiana,,Muncie,203,,,,,
2017,Indiana,,Elkhart,177,,,,,
2017,Indiana,,Mooresville,138,,,,,
2017,Indiana,,Kokomo,102,,,,,
,,,,,,,,,
2017,Iowa,2197,Des Moines,562,,,,,
2017,Iowa,,Cedar Rapids,216,,,,,
2017,Iowa,,Davenport,211,,,,,
2017,Iowa,,Waterloo,157,,,,,
2017,Iowa,,Sioux City,137,,,,,
2017,Iowa,,Burlington,82,,,,,
2017,Iowa,,Fort Dodge,53,,,,,
2017,Iowa,,Muscatine,53,,,,,
2017,Iowa,,Clinton,42,,,,,
2017,Iowa,,Council Bluffs,42,,,,,
2017,Iowa,,Dubuque,40,,,,,
,,,,,,,,,
2017,Kansas,2949,Wichita,1049,,,,,
2017,Kansas,,Kansas City,538,,,,,
2017,Kansas,,Topeka,520,,,,,
2017,Kansas,,Junction City,98,,,,,
2017,Kansas,,Lawrence,66,,,,,
2017,Kansas,,Manhattan,55,,,,,
2017,Kansas,,Lenexa,54,,,,,
2017,Kansas,,Great Bend,50,,,,,
2017,Kansas,,Overland Park,42,,,,,
2017,Kansas,,Walker,35,,,,,
2017,Kansas,,Olathe,33,,,,,
,,,,,,,,,
2017,Kentucky,5846,Louisville,3361,,,,,
2017,Kentucky,,Lexington,668,,,,,
2017,Kentucky,,Bowling Green,301,,,,,
2017,Kentucky,,Princeton,282,,,,,
2017,Kentucky,,Richmond,124,,,,,
2017,Kentucky,,Covington,112,,,,,
2017,Kentucky,,Hopkinsville,110,,,,,
2017,Kentucky,,Owensboro,104,,,,,
2017,Kentucky,,Glasgow,69,,,,,
2017,Kentucky,,London,36,,,,,
,,,,,,,,,
2017,Louisiana,10157,New Orleans,1824,,,,,
2017,Louisiana,,Baton Rouge,1774,,,,,
2017,Louisiana,,Shreveport,515,,,,,
2017,Louisiana,,Holden,494,,,,,
2017,Louisiana,,Lafayette,424,,,,,
2017,Louisiana,,Lake Charles,409,,,,,
2017,Louisiana,,Metairie,202,,,,,
2017,Louisiana,,Alexandria,195,,,,,
2017,Louisiana,,Harvey,193,,,,,
2017,Louisiana,,Marrero,184,,,,,
2017,Louisiana,,New Iberia,179,,,,,
,,,,,,,,,
2017,Maine,387,Portland,79,,,,,
2017,Maine,,Gorham,29,,,,,
2017,Maine,,Burlington,27,,,,,
2017,Maine,,Saco,24,,,,,
2017,Maine,,Lewiston,23,,,,,
2017,Maine,,Biddeford,14,,,,,
2017,Maine,,Houllton,13,,,,,
